Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	regulation of lymphocyte differentiation (GO:0045619)	1/14	0.12698281058184513	0.8571339714274545	0	0	7.4019245003700975	15.275377878855664	PRELID1
GO_Biological_Process_2018	hydrogen peroxide catabolic process (GO:0042744)	1/14	0.12698281058184513	0.8560016940543668	0	0	7.4019245003700975	15.275377878855664	GPX1
GO_Biological_Process_2018	regulation of neural precursor cell proliferation (GO:2000177)	1/14	0.12698281058184513	0.8548724042205219	0	0	7.4019245003700975	15.275377878855664	ID2
GO_Biological_Process_2018	negative regulation of biomineral tissue development (GO:0070168)	1/14	0.12698281058184513	0.8537460901174646	0	0	7.4019245003700975	15.275377878855664	SOX9
GO_Biological_Process_2018	purine-containing compound salvage (GO:0043101)	1/14	0.12698281058184513	0.8526227399988889	0	0	7.4019245003700975	15.275377878855664	APRT
GO_Biological_Process_2018	regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031657)	1/14	0.12698281058184513	0.8515023421802308	0	0	7.4019245003700975	15.275377878855664	CDKN2D
GO_Biological_Process_2018	regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	1/14	0.12698281058184513	0.8503848850382622	0	0	7.4019245003700975	15.275377878855664	CACNA2D1
GO_Biological_Process_2018	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	1/14	0.12698281058184513	0.8492703570106889	0	0	7.4019245003700975	15.275377878855664	THBS1
GO_Biological_Process_2018	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	1/14	0.12698281058184513	0.8481587465957534	0	0	7.4019245003700975	15.275377878855664	JAG1
GO_Biological_Process_2018	epiboly involved in wound healing (GO:0090505)	1/14	0.12698281058184513	0.8470500423518375	0	0	7.4019245003700975	15.275377878855664	CD44
GO_Biological_Process_2018	purine nucleotide catabolic process (GO:0006195)	1/14	0.12698281058184513	0.8459442328970699	0	0	7.4019245003700975	15.275377878855664	GPX1
GO_Biological_Process_2018	nucleoside triphosphate metabolic process (GO:0009141)	1/14	0.12698281058184513	0.8448413069089382	0	0	7.4019245003700975	15.275377878855664	DCTPP1
GO_Biological_Process_2018	positive regulation of heart rate (GO:0010460)	1/14	0.12698281058184513	0.8437412531239006	0	0	7.4019245003700975	15.275377878855664	TPM1
GO_Biological_Process_2018	positive regulation of calcium ion-dependent exocytosis (GO:0045956)	1/14	0.12698281058184513	0.8426440603370035	0	0	7.4019245003700975	15.275377878855664	SYT4
GO_Biological_Process_2018	positive regulation of transporter activity (GO:0032411)	1/14	0.12698281058184513	0.8415497174015009	0	0	7.4019245003700975	15.275377878855664	SGK1
GO_Biological_Process_2018	negative regulation of T cell receptor signaling pathway (GO:0050860)	1/14	0.12698281058184513	0.8404582132284768	0	0	7.4019245003700975	15.275377878855664	LGALS3
GO_Biological_Process_2018	establishment of protein localization to chromosome (GO:0070199)	1/14	0.12698281058184513	0.8393695367864711	0	0	7.4019245003700975	15.275377878855664	RUVBL2
GO_Biological_Process_2018	negative regulation of cation transmembrane transport (GO:1904063)	1/14	0.12698281058184513	0.8382836771011071	0	0	7.4019245003700975	15.275377878855664	CAV1
GO_Biological_Process_2018	regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	1/14	0.12698281058184513	0.8372006232547231	0	0	7.4019245003700975	15.275377878855664	MAD2L1
GO_Biological_Process_2018	purine-containing compound catabolic process (GO:0072523)	1/14	0.12698281058184513	0.8361203643860072	0	0	7.4019245003700975	15.275377878855664	GPX1
GO_Biological_Process_2018	positive regulation of blood vessel diameter (GO:0097755)	1/14	0.12698281058184513	0.8350428896896336	0	0	7.4019245003700975	15.275377878855664	HMOX1
GO_Biological_Process_2018	regulation of macromolecule metabolic process (GO:0060255)	3/129	0.1290057764602578	0.8472541535092607	0	0	2.4099289070972403	4.935288822415508	MFAP4;FLOT1;ASCL1
GO_Biological_Process_2018	chromatin assembly (GO:0031497)	2/65	0.13013259154124812	0.8535560599421455	0	0	3.1885213232363485	6.502037188917058	HMGA2;SOX9
GO_Biological_Process_2018	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	2/65	0.13013259154124812	0.8524603525481247	0	0	3.1885213232363485	6.502037188917058	CAV1;STUB1
GO_Biological_Process_2018	cellular response to reactive oxygen species (GO:0034614)	2/65	0.13013259154124812	0.8513674546602426	0	0	3.1885213232363485	6.502037188917058	TPM1;MT3
GO_Biological_Process_2018	negative regulation of blood vessel morphogenesis (GO:2000181)	2/65	0.13013259154124812	0.8502773554865418	0	0	3.1885213232363485	6.502037188917058	SPARC;THBS1
GO_Biological_Process_2018	rRNA processing (GO:0006364)	4/202	0.13199728652081968	0.8613582520661672	0	0	2.052018673369928	4.155284283111915	EIF6;DKC1;NHP2;RRP15
GO_Biological_Process_2018	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	4/204	0.13541229088772266	0.8825145854406753	0	0	2.0319008432388497	4.062645835564156	LPAR1;HMOX1;S100A4;WLS
GO_Biological_Process_2018	positive regulation of peptidyl-lysine acetylation (GO:2000758)	1/15	0.1354133150044698	0.8813955949844507	0	0	6.908462867012088	13.812943592738009	RUVBL2
GO_Biological_Process_2018	myeloid cell development (GO:0061515)	1/15	0.1354133150044698	0.8802727980481648	0	0	6.908462867012088	13.812943592738009	ANXA2
GO_Biological_Process_2018	regulation of branching involved in ureteric bud morphogenesis (GO:0090189)	1/15	0.1354133150044698	0.8791528581015386	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	digestive tract morphogenesis (GO:0048546)	1/15	0.1354133150044698	0.8780357642538874	0	0	6.908462867012088	13.812943592738009	ID2
GO_Biological_Process_2018	positive regulation of response to wounding (GO:1903036)	1/15	0.1354133150044698	0.8769215056698089	0	0	6.908462867012088	13.812943592738009	ANXA1
GO_Biological_Process_2018	negative regulation of adherens junction organization (GO:1903392)	1/15	0.1354133150044698	0.8758100715688332	0	0	6.908462867012088	13.812943592738009	THBS1
GO_Biological_Process_2018	regulation of protein homooligomerization (GO:0032462)	1/15	0.1354133150044698	0.8747014512250751	0	0	6.908462867012088	13.812943592738009	CRYAB
GO_Biological_Process_2018	autonomic nervous system development (GO:0048483)	1/15	0.1354133150044698	0.8735956339668892	0	0	6.908462867012088	13.812943592738009	ASCL1
GO_Biological_Process_2018	positive regulation of vasoconstriction (GO:0045907)	1/15	0.1354133150044698	0.8724926091765269	0	0	6.908462867012088	13.812943592738009	CAV1
GO_Biological_Process_2018	endocardial cushion morphogenesis (GO:0003203)	1/15	0.1354133150044698	0.8713923662897974	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	positive regulation of mesonephros development (GO:0061213)	1/15	0.1354133150044698	0.8702948947957297	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	regulation of mitotic metaphase/anaphase transition (GO:0030071)	1/15	0.1354133150044698	0.8692001842362382	0	0	6.908462867012088	13.812943592738009	UBE2C
GO_Biological_Process_2018	regulation of tumor necrosis factor secretion (GO:1904467)	1/15	0.1354133150044698	0.8681082242057907	0	0	6.908462867012088	13.812943592738009	SYT11
GO_Biological_Process_2018	glycerophospholipid catabolic process (GO:0046475)	1/15	0.1354133150044698	0.8670190043510783	0	0	6.908462867012088	13.812943592738009	INPP5F
GO_Biological_Process_2018	negative regulation of cell aging (GO:0090344)	1/15	0.1354133150044698	0.8659325143706884	0	0	6.908462867012088	13.812943592738009	HMGA2
GO_Biological_Process_2018	mesenchyme morphogenesis (GO:0072132)	1/15	0.1354133150044698	0.8648487440147802	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	response to cholesterol (GO:0070723)	1/15	0.1354133150044698	0.8637676830847617	0	0	6.908462867012088	13.812943592738009	PMVK
GO_Biological_Process_2018	regulation of exit from mitosis (GO:0007096)	1/15	0.1354133150044698	0.8626893214329705	0	0	6.908462867012088	13.812943592738009	UBE2C
GO_Biological_Process_2018	negative regulation of muscle cell differentiation (GO:0051148)	1/15	0.1354133150044698	0.8616136489623558	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	positive regulation of viral release from host cell (GO:1902188)	1/15	0.1354133150044698	0.8605406556261637	0	0	6.908462867012088	13.812943592738009	CAV2
GO_Biological_Process_2018	regulation of mitochondrial translation (GO:0070129)	1/15	0.1354133150044698	0.8594703314276236	0	0	6.908462867012088	13.812943592738009	MRPS27
GO_Biological_Process_2018	regulation of macrophage chemotaxis (GO:0010758)	1/15	0.1354133150044698	0.858402666419639	0	0	6.908462867012088	13.812943592738009	THBS1
GO_Biological_Process_2018	negative regulation of signal transduction by p53 class mediator (GO:1901797)	1/15	0.1354133150044698	0.8573376507044781	0	0	6.908462867012088	13.812943592738009	CD44
GO_Biological_Process_2018	negative regulation of viral entry into host cell (GO:0046597)	1/15	0.1354133150044698	0.8562752744334688	0	0	6.908462867012088	13.812943592738009	IFITM2
GO_Biological_Process_2018	negative regulation of platelet activation (GO:0010544)	1/15	0.1354133150044698	0.8552155278066947	0	0	6.908462867012088	13.812943592738009	CD9
GO_Biological_Process_2018	positive regulation of collagen metabolic process (GO:0010714)	1/15	0.1354133150044698	0.8541584010726939	0	0	6.908462867012088	13.812943592738009	VIM
GO_Biological_Process_2018	positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	1/15	0.1354133150044698	0.8531038845281598	0	0	6.908462867012088	13.812943592738009	FLOT1
GO_Biological_Process_2018	protein O-linked fucosylation (GO:0036066)	1/15	0.1354133150044698	0.8520519685176441	0	0	6.908462867012088	13.812943592738009	THBS1
GO_Biological_Process_2018	positive regulation of exosomal secretion (GO:1903543)	1/15	0.1354133150044698	0.8510026434332628	0	0	6.908462867012088	13.812943592738009	SDC4
GO_Biological_Process_2018	positive regulation of collagen biosynthetic process (GO:0032967)	1/15	0.1354133150044698	0.8499558997144027	0	0	6.908462867012088	13.812943592738009	VIM
GO_Biological_Process_2018	regulation of lymphocyte proliferation (GO:0050670)	1/15	0.1354133150044698	0.8489117278474316	0	0	6.908462867012088	13.812943592738009	LGALS3
GO_Biological_Process_2018	negative regulation of anoikis (GO:2000811)	1/15	0.1354133150044698	0.8478701183654103	0	0	6.908462867012088	13.812943592738009	CAV1
GO_Biological_Process_2018	inhibition of cysteine-type endopeptidase activity (GO:0097340)	1/15	0.1354133150044698	0.8468310618478057	0	0	6.908462867012088	13.812943592738009	BIRC5
GO_Biological_Process_2018	regulation of cell junction assembly (GO:1901888)	1/15	0.1354133150044698	0.8457945489202073	0	0	6.908462867012088	13.812943592738009	FLOT1
GO_Biological_Process_2018	regulation of cartilage development (GO:0061035)	1/15	0.1354133150044698	0.8447605702540457	0	0	6.908462867012088	13.812943592738009	SOX9
GO_Biological_Process_2018	establishment of protein localization to endoplasmic reticulum (GO:0072599)	1/15	0.1354133150044698	0.8437291165663118	0	0	6.908462867012088	13.812943592738009	PMM1
GO_Biological_Process_2018	cellular response to corticosteroid stimulus (GO:0071384)	1/15	0.1354133150044698	0.8427001786192797	0	0	6.908462867012088	13.812943592738009	ANXA1
GO_Biological_Process_2018	cellular response to hypoxia (GO:0071456)	3/132	0.1355381482693797	0.8424496597060227	0	0	2.3551577955723038	4.70678789741664	HMOX1;STUB1;MT3
GO_Biological_Process_2018	epidermal cell differentiation (GO:0009913)	2/67	0.1366612346627724	0.8483969348955323	0	0	3.0933415822442187	6.156523563875212	ANXA1;JAG1
GO_Biological_Process_2018	negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/67	0.1366612346627724	0.8473660759223907	0	0	3.0933415822442187	6.156523563875212	UCHL1;PKIA
GO_Biological_Process_2018	extrinsic apoptotic signaling pathway (GO:0097191)	2/67	0.1366612346627724	0.8463377190341352	0	0	3.0933415822442187	6.156523563875212	MLLT11;G0S2
GO_Biological_Process_2018	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/67	0.1366612346627724	0.8453118551322757	0	0	3.0933415822442187	6.156523563875212	CDKN2D;CKS2
GO_Biological_Process_2018	insulin receptor signaling pathway (GO:0008286)	2/67	0.1366612346627724	0.8442884751623819	0	0	3.0933415822442187	6.156523563875212	CAV2;ATP6V0E2
GO_Biological_Process_2018	positive regulation of cytosolic calcium ion concentration (GO:0007204)	3/133	0.13774070978820713	0.8499284668067968	0	0	2.3374498422221355	4.633719137739642	CACNA2D1;CAV1;LPAR1
GO_Biological_Process_2018	regulation of transcription, DNA-templated (GO:0006355)	20/1598	0.13913034635728902	0.8574663737454659	0	0	1.2969579850460744	2.558047354115774	KLF10;CDKN1C;HES6;RRM2;RNF14;ANXA4;HMGA2;ENO1;ASCL1;MRPL12;MT3;MLLT11;KLF6;ID2;RUVBL2;ID1;CKS2;ID3;BIRC5;SOX9
GO_Biological_Process_2018	response to interferon-gamma (GO:0034341)	2/68	0.13995251749776827	0.8614929997480234	0	0	3.0478512648582745	5.9934534429474775	IFITM2;SNCA
GO_Biological_Process_2018	cholesterol metabolic process (GO:0008203)	2/68	0.13995251749776827	0.860455056374833	0	0	3.0478512648582745	5.9934534429474775	PMVK;MT3
GO_Biological_Process_2018	positive regulation of T cell activation (GO:0050870)	2/68	0.13995251749776827	0.8594196110603025	0	0	3.0478512648582745	5.9934534429474775	ANXA1;TFRC
GO_Biological_Process_2018	response to organic cyclic compound (GO:0014070)	2/69	0.14326091433050206	0.8786784204670095	0	0	3.0036795073965608	5.836412812197383	CDKN2D;HMOX1
GO_Biological_Process_2018	protein localization to microtubule organizing center (GO:1905508)	1/16	0.14376282615636646	0.8806983215797574	0	0	6.476683937823834	12.56211384617511	SNX10
GO_Biological_Process_2018	positive regulation of epithelial cell apoptotic process (GO:1904037)	1/16	0.14376282615636646	0.8796423283884147	0	0	6.476683937823834	12.56211384617511	THBS1
GO_Biological_Process_2018	C21-steroid hormone biosynthetic process (GO:0006700)	1/16	0.14376282615636646	0.8785888645220813	0	0	6.476683937823834	12.56211384617511	TSPO
GO_Biological_Process_2018	Notch receptor processing (GO:0007220)	1/16	0.14376282615636646	0.8775379209042321	0	0	6.476683937823834	12.56211384617511	JAG1
GO_Biological_Process_2018	negative regulation of immune effector process (GO:0002698)	1/16	0.14376282615636646	0.8764894885017179	0	0	6.476683937823834	12.56211384617511	LGALS3
GO_Biological_Process_2018	regulation of dopamine secretion (GO:0014059)	1/16	0.14376282615636646	0.8754435583245083	0	0	6.476683937823834	12.56211384617511	SNCA
GO_Biological_Process_2018	phosphatidylinositol acyl-chain remodeling (GO:0036149)	1/16	0.14376282615636646	0.8744001214254326	0	0	6.476683937823834	12.56211384617511	PLA2G4A
GO_Biological_Process_2018	hyaluronan catabolic process (GO:0030214)	1/16	0.14376282615636646	0.8733591688999259	0	0	6.476683937823834	12.56211384617511	CD44
GO_Biological_Process_2018	histone H2A acetylation (GO:0043968)	1/16	0.14376282615636646	0.8723206918857763	0	0	6.476683937823834	12.56211384617511	RUVBL2
GO_Biological_Process_2018	regulation of reactive oxygen species biosynthetic process (GO:1903426)	1/16	0.14376282615636646	0.8712846815628716	0	0	6.476683937823834	12.56211384617511	SNCA
GO_Biological_Process_2018	regulation of exosomal secretion (GO:1903541)	1/16	0.14376282615636646	0.8702511291529512	0	0	6.476683937823834	12.56211384617511	SDC4
GO_Biological_Process_2018	sympathetic nervous system development (GO:0048485)	1/16	0.14376282615636646	0.8692200259193577	0	0	6.476683937823834	12.56211384617511	ASCL1
GO_Biological_Process_2018	extracellular matrix assembly (GO:0085029)	1/16	0.14376282615636646	0.8681913631667905	0	0	6.476683937823834	12.56211384617511	MFAP4
GO_Biological_Process_2018	heme biosynthetic process (GO:0006783)	1/16	0.14376282615636646	0.8671651322410614	0	0	6.476683937823834	12.56211384617511	TSPO
GO_Biological_Process_2018	negative regulation of translational initiation (GO:0045947)	1/16	0.14376282615636646	0.8661413245288523	0	0	6.476683937823834	12.56211384617511	EIF4EBP1
GO_Biological_Process_2018	positive regulation of myotube differentiation (GO:0010831)	1/16	0.14376282615636646	0.8651199314574739	0	0	6.476683937823834	12.56211384617511	FLOT1
GO_Biological_Process_2018	regulation of steroid metabolic process (GO:0019218)	1/16	0.14376282615636646	0.8641009444946265	0	0	6.476683937823834	12.56211384617511	STUB1
GO_Biological_Process_2018	regulation of stem cell proliferation (GO:0072091)	1/16	0.14376282615636646	0.8630843551481623	0	0	6.476683937823834	12.56211384617511	HMGA2
GO_Biological_Process_2018	aorta morphogenesis (GO:0035909)	1/16	0.14376282615636646	0.8620701549658495	0	0	6.476683937823834	12.56211384617511	JAG1
GO_Biological_Process_2018	protein localization to chromatin (GO:0071168)	1/16	0.14376282615636646	0.8610583355351383	0	0	6.476683937823834	12.56211384617511	RUVBL2
GO_Biological_Process_2018	embryonic heart tube development (GO:0035050)	1/16	0.14376282615636646	0.8600488884829284	0	0	6.476683937823834	12.56211384617511	NDRG4
GO_Biological_Process_2018	mitochondrial fusion (GO:0008053)	1/16	0.14376282615636646	0.8590418054753372	0	0	6.476683937823834	12.56211384617511	CHCHD6
GO_Biological_Process_2018	positive regulation of leukocyte activation (GO:0002696)	1/16	0.14376282615636646	0.8580370782174712	0	0	6.476683937823834	12.56211384617511	THBS1
GO_Biological_Process_2018	myoblast differentiation (GO:0045445)	1/16	0.14376282615636646	0.8570346984531985	0	0	6.476683937823834	12.56211384617511	JAG1
GO_Biological_Process_2018	neurotransmitter transport (GO:0006836)	1/16	0.14376282615636646	0.8560346579649217	0	0	6.476683937823834	12.56211384617511	SNAP25
GO_Biological_Process_2018	mesenchyme development (GO:0060485)	1/16	0.14376282615636646	0.8550369485733542	0	0	6.476683937823834	12.56211384617511	HMGA2
GO_Biological_Process_2018	regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1/16	0.14376282615636646	0.8540415621372968	0	0	6.476683937823834	12.56211384617511	CDKN2D
GO_Biological_Process_2018	muscle contraction (GO:0006936)	3/137	0.14667149760036674	0.8703077351798507	0	0	2.2692031315003214	4.355871343208058	TPM1;VIM;CRYAB
GO_Biological_Process_2018	positive regulation of MAPK cascade (GO:0043410)	5/289	0.14829358712123167	0.8789107724502268	0	0	1.7928536852107502	3.4217711124321	NDRG4;CAV2;LPAR1;MT3;CD44
GO_Biological_Process_2018	response to cytokine (GO:0034097)	3/138	0.14893339651303136	0.8816787962946623	0	0	2.25275963054742	4.289831214779605	IFITM2;TIMP1;SNCA
GO_Biological_Process_2018	regulation of vesicle-mediated transport (GO:0060627)	3/138	0.14893339651303136	0.8806571522665109	0	0	2.25275963054742	4.289831214779605	RAB3A;INPP5F;GAS1
GO_Biological_Process_2018	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)	2/71	0.1499265330740718	0.8855035859687367	0	0	2.9190688170473615	5.5392538403947436	UBE2C;MAD2L1
GO_Biological_Process_2018	positive regulation of lymphocyte proliferation (GO:0050671)	2/71	0.1499265330740718	0.8844798824011427	0	0	2.9190688170473615	5.5392538403947436	ANXA1;TFRC
GO_Biological_Process_2018	response to insulin (GO:0032868)	2/71	0.1499265330740718	0.8834585430450214	0	0	2.9190688170473615	5.5392538403947436	GOT1;EIF6
GO_Biological_Process_2018	regulation of primary metabolic process (GO:0080090)	3/139	0.15120660313962211	0.8899738129428969	0	0	2.2365527267305327	4.225089971965405	NQO1;ID2;G0S2
GO_Biological_Process_2018	regulation of canonical Wnt signaling pathway (GO:0060828)	4/213	0.15121417143913454	0.8889929917671702	0	0	1.9460458780315744	3.676193715594057	RUVBL2;CAV1;SOX9;WLS
GO_Biological_Process_2018	regulation of translation (GO:0006417)	4/213	0.15121417143913454	0.8879699848721562	0	0	1.9460458780315744	3.676193715594057	EIF6;POLR2F;VIM;THBS1
GO_Biological_Process_2018	positive regulation of protein processing (GO:0010954)	1/17	0.1520321181025141	0.8917470099737119	0	0	6.095702529716549	11.482252222805524	ENO1
GO_Biological_Process_2018	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	1/17	0.1520321181025141	0.8907231902148444	0	0	6.095702529716549	11.482252222805524	LGALS3
GO_Biological_Process_2018	positive regulation of G-protein coupled receptor protein signaling pathway (GO:0045745)	1/17	0.1520321181025141	0.8897017186664329	0	0	6.095702529716549	11.482252222805524	CAV2
GO_Biological_Process_2018	response to interferon-alpha (GO:0035455)	1/17	0.1520321181025141	0.8886825872590257	0	0	6.095702529716549	11.482252222805524	IFITM2
GO_Biological_Process_2018	cellular response to gamma radiation (GO:0071480)	1/17	0.1520321181025141	0.8876657879601023	0	0	6.095702529716549	11.482252222805524	CRYAB
GO_Biological_Process_2018	2-oxoglutarate metabolic process (GO:0006103)	1/17	0.1520321181025141	0.8866513127738622	0	0	6.095702529716549	11.482252222805524	GOT1
GO_Biological_Process_2018	cardiac muscle cell contraction (GO:0086003)	1/17	0.1520321181025141	0.8856391537410153	0	0	6.095702529716549	11.482252222805524	CACNA2D1
GO_Biological_Process_2018	RNA stabilization (GO:0043489)	1/17	0.1520321181025141	0.8846293029385741	0	0	6.095702529716549	11.482252222805524	DKC1
GO_Biological_Process_2018	negative regulation of telomere maintenance (GO:0032205)	1/17	0.1520321181025141	0.8836217524796464	0	0	6.095702529716549	11.482252222805524	ERCC1
GO_Biological_Process_2018	positive regulation of monocyte chemotaxis (GO:0090026)	1/17	0.1520321181025141	0.8826164945132303	0	0	6.095702529716549	11.482252222805524	SERPINE1
GO_Biological_Process_2018	positive regulation of dendrite extension (GO:1903861)	1/17	0.1520321181025141	0.8816135212240107	0	0	6.095702529716549	11.482252222805524	SYT4
GO_Biological_Process_2018	negative regulation of reactive oxygen species metabolic process (GO:2000378)	1/17	0.1520321181025141	0.8806128248321559	0	0	6.095702529716549	11.482252222805524	MT3
GO_Biological_Process_2018	positive regulation of stem cell proliferation (GO:2000648)	1/17	0.1520321181025141	0.8796143975931173	0	0	6.095702529716549	11.482252222805524	HMGA2
GO_Biological_Process_2018	negative regulation of intracellular transport (GO:0032387)	1/17	0.1520321181025141	0.8786182317974286	0	0	6.095702529716549	11.482252222805524	CRYAB
GO_Biological_Process_2018	regulation of collagen biosynthetic process (GO:0032965)	1/17	0.1520321181025141	0.8776243197705085	0	0	6.095702529716549	11.482252222805524	VIM
GO_Biological_Process_2018	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	1/17	0.1520321181025141	0.8766326538724627	0	0	6.095702529716549	11.482252222805524	GSTO1
GO_Biological_Process_2018	positive regulation of macrophage activation (GO:0043032)	1/17	0.1520321181025141	0.8756432264978887	0	0	6.095702529716549	11.482252222805524	THBS1
GO_Biological_Process_2018	long-term memory (GO:0007616)	1/17	0.1520321181025141	0.8746560300756815	0	0	6.095702529716549	11.482252222805524	SGK1
GO_Biological_Process_2018	macrophage activation (GO:0042116)	1/17	0.1520321181025141	0.8736710570688395	0	0	6.095702529716549	11.482252222805524	SNCA
GO_Biological_Process_2018	regulation of synaptic vesicle exocytosis (GO:2000300)	1/17	0.1520321181025141	0.8726882999742739	0	0	6.095702529716549	11.482252222805524	RAB3A
GO_Biological_Process_2018	nucleotide catabolic process (GO:0009166)	1/17	0.1520321181025141	0.8717077513226174	0	0	6.095702529716549	11.482252222805524	GPX1
GO_Biological_Process_2018	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	1/17	0.1520321181025141	0.8707294036780353	0	0	6.095702529716549	11.482252222805524	GSTO1
GO_Biological_Process_2018	regulation of lamellipodium organization (GO:1902743)	1/17	0.1520321181025141	0.8697532496380375	0	0	6.095702529716549	11.482252222805524	CD44
GO_Biological_Process_2018	positive chemotaxis (GO:0050918)	1/17	0.1520321181025141	0.8687792818332917	0	0	6.095702529716549	11.482252222805524	LGALS3
GO_Biological_Process_2018	synaptic vesicle transport (GO:0048489)	1/17	0.1520321181025141	0.8678074929274379	0	0	6.095702529716549	11.482252222805524	RAB3A
GO_Biological_Process_2018	positive regulation of cartilage development (GO:0061036)	1/17	0.1520321181025141	0.8668378756169044	0	0	6.095702529716549	11.482252222805524	SOX9
GO_Biological_Process_2018	cellular response to inorganic substance (GO:0071241)	1/17	0.1520321181025141	0.8658704226307249	0	0	6.095702529716549	11.482252222805524	MT3
GO_Biological_Process_2018	nucleobase-containing compound biosynthetic process (GO:0034654)	1/17	0.1520321181025141	0.8649051267303561	0	0	6.095702529716549	11.482252222805524	APRT
GO_Biological_Process_2018	cellular response to glucocorticoid stimulus (GO:0071385)	1/17	0.1520321181025141	0.8639419807094982	0	0	6.095702529716549	11.482252222805524	ANXA1
GO_Biological_Process_2018	membrane depolarization during cardiac muscle cell action potential (GO:0086012)	1/17	0.1520321181025141	0.8629809773939149	0	0	6.095702529716549	11.482252222805524	CACNA2D1
GO_Biological_Process_2018	mitotic G2 DNA damage checkpoint (GO:0007095)	1/17	0.1520321181025141	0.8620221096412549	0	0	6.095702529716549	11.482252222805524	HMGA2
GO_Biological_Process_2018	Rho protein signal transduction (GO:0007266)	2/72	0.1532825226335097	0.8681472952261929	0	0	2.8785261945883702	5.398596739242745	RHOJ;RHOBTB3
GO_Biological_Process_2018	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)	2/72	0.1532825226335097	0.86718482594102	0	0	2.8785261945883702	5.398596739242745	UBE2C;MAD2L1
GO_Biological_Process_2018	negative regulation of cell cycle (GO:0045786)	2/72	0.1532825226335097	0.8662244883707642	0	0	2.8785261945883702	5.398596739242745	GAS1;MAD2L1
GO_Biological_Process_2018	response to lipid (GO:0033993)	3/140	0.15349093123514376	0.8664427235541357	0	0	2.2205773501110286	4.16161464160218	CDKN2D;ASCL1;SNCA
GO_Biological_Process_2018	regulation of small GTPase mediated signal transduction (GO:0051056)	3/140	0.15349093123514376	0.8654853282794902	0	0	2.2205773501110286	4.16161464160218	ARHGDIA;ARHGDIB;RHOJ
GO_Biological_Process_2018	regulation of cellular component organization (GO:0051128)	3/140	0.15349093123514376	0.8645300464601972	0	0	2.2205773501110286	4.16161464160218	SPARC;TMEM97;SGK1
GO_Biological_Process_2018	positive regulation of inflammatory response (GO:0050729)	2/73	0.15665316120131215	0.8813683369463021	0	0	2.839094328909077	5.2628890106040815	SERPINE1;SNCA
GO_Biological_Process_2018	B cell activation (GO:0042113)	2/73	0.15665316120131215	0.8803976669716916	0	0	2.839094328909077	5.2628890106040815	TPD52;KLF6
GO_Biological_Process_2018	transcription-coupled nucleotide-excision repair (GO:0006283)	2/73	0.15665316120131215	0.8794291326845941	0	0	2.839094328909077	5.2628890106040815	ERCC1;POLR2F
GO_Biological_Process_2018	lymphocyte differentiation (GO:0030098)	2/73	0.15665316120131215	0.8784627270442814	0	0	2.839094328909077	5.2628890106040815	TPD52;KLF6
GO_Biological_Process_2018	positive regulation of proteasomal protein catabolic process (GO:1901800)	2/73	0.15665316120131215	0.8774984430409397	0	0	2.839094328909077	5.2628890106040815	RNF14;STUB1
GO_Biological_Process_2018	positive regulation of macromolecule biosynthetic process (GO:0010557)	3/142	0.1580922078836738	0.8845883079280564	0	0	2.1893016127855214	4.038335011266672	EIF6;VIM;THBS1
GO_Biological_Process_2018	central nervous system development (GO:0007417)	4/217	0.15845473952475586	0.8856457128092322	0	0	1.9101740646116376	3.519087474496343	NCKAP1;NDRG4;DNER;PHGDH
GO_Biological_Process_2018	protein oligomerization (GO:0051259)	4/217	0.15845473952475586	0.8846767350052833	0	0	1.9101740646116376	3.519087474496343	CAV1;FLOT1;HMOX1;CRYAB
GO_Biological_Process_2018	regulation of gene expression, epigenetic (GO:0040029)	2/74	0.16003785801082673	0.8925390048407091	0	0	2.800728189329225	5.131899955661621	GPX1;POLR2F
